学校,专业类,预测2024年总分
北京协和医学院,物理类类,545.9999999999995
北京印刷学院,不限,515.6666666666661
北京印刷学院,不限选考科目,509.0
北京印刷学院,化学,511.33333333333394
北京印刷学院,化学(必须选考),507.0
北京印刷学院,历史类类,330.0
北京印刷学院,物理类,509.1666666666679
北京印刷学院,物理类(必须选考),501.0
北京印刷学院,物理类(选考一门即可),502.0
北京印刷学院,物理类类,334.0
北京吉利学院,历史类类,480.0
北京吉利学院,物理类类,426.0
北京城市学院,不限,478.3636363636324
北京城市学院,不限选考科目,442.0
北京城市学院,历史类,499.66666666666424
北京城市学院,历史类/地理(选考一门即可),457.0
北京城市学院,历史类类,480.0
北京城市学院,物理类,482.41176470588107
北京城市学院,物理类(必须选考),442.0
北京城市学院,物理类/历史类/地理(选考一门即可),450.0
北京城市学院,物理类/生物(选考一门即可),452.0
北京城市学院,物理类类,433.0
北京城市学院,物理类／历史类,472.0
北京外国语大学,不限,629.6999999999999
北京外国语大学,不限选考科目,639.0
北京外国语大学,不限选考科目(中外合作办学专业),632.0
北京外国语大学,历史类,653.0
北京外国语大学,历史类(必须选考),640.0
北京外国语大学,历史类类,521.0
北京外国语大学,思想政治,631.0
北京外国语大学,政治(必须选考),639.0
北京外国语大学,物理类(必须选考),635.0
北京外国语大学,物理类/历史类/地理(选考一门即可),639.0
北京外国语大学,物理类类,650.0
北京外国语大学(中外合作专业),历史类类,526.0
北京外国语大学(中外合作专业),物理类类,672.0
北京大学,不限,692.666666666667
北京大学,不限选考科目,684.0
北京大学,历史类类,595.0
北京大学,物理类,690.0
北京大学,物理类(必须选考),690.0
北京大学,物理类(选考一门即可),683.0
北京大学,物理类类,650.0
北京大学医学部,不限,661.5
北京大学医学部,化学+生物(均须选考),667.0
北京大学医学部,物理类,666.8529411764706
北京大学医学部,物理类(均须选考),665.0
北京大学医学部,物理类类,661.9999999999998
北京工业大学,不限,599.3333333333339
北京工业大学,不限选考科目,599.0
北京工业大学,不限选考科目(中外合作办学专业),587.0
北京工业大学,化学/生物(选考一门即可),593.0
北京工业大学,历史类类,516.9999999999964
北京工业大学,物理类,599.0
北京工业大学,物理类(必须选考),592.0
北京工业大学,物理类(必须选考)(中外合作办学专业),580.0
北京工业大学,物理类(选考一门即可),585.0
北京工业大学,物理类/生物(选考一门即可),595.0
北京工业大学,物理类类,607.0
北京工业大学北京－都柏林国际学院,物理类类,599.0
北京工业大学耿丹学院,不限,472.33333333333576
北京工业大学耿丹学院,不限选考科目,436.0
北京工业大学耿丹学院,历史类类,480.0
北京工业大学耿丹学院,物理类,472.33333333333576
北京工业大学耿丹学院,物理类(必须选考),436.0
北京工业大学耿丹学院,物理类类,423.0
北京工商大学,不限,553.0
北京工商大学,不限选考科目,538.0
北京工商大学,化学,539.8333333333339
北京工商大学,化学(必须选考),532.0
北京工商大学,历史类类,422.0
北京工商大学,物理类,546.8333333333321
北京工商大学,物理类(必须选考),535.0
北京工商大学,物理类(必须选考)(中外合作办学专业),550.0
北京工商大学,物理类(选考一门即可),537.0
北京工商大学,物理类/生物(选考一门即可),534.0
北京工商大学,物理类/生物(选考一门即可)(中外合作办学专业),540.0
北京工商大学,物理类类,488.0
北京工商大学(中外合作专业),物理类类,509.9999999999982
北京工商大学嘉华学院,不限,472.33333333333576
北京工商大学嘉华学院,不限选考科目,436.0
北京工商大学嘉华学院,历史类类,480.0
北京工商大学嘉华学院,物理类,472.33333333333576
北京工商大学嘉华学院,物理类类,423.0
北京师范大学,不限,653.0
北京师范大学,不限选考科目,660.0
北京师范大学,历史类,669.333333333333
北京师范大学,历史类/地理(选考一门即可),663.0
北京师范大学,历史类类,560.0
北京师范大学,物理类,658.6666666666666
北京师范大学,物理类(必须选考),662.0
北京师范大学,物理类(选考一门即可),663.0
北京师范大学,物理类类,645.0
北京师范大学(珠海校区),不限,640.3333333333339
北京师范大学(珠海校区),不限选考科目,617.0
北京师范大学(珠海校区),历史类类,597.0
北京师范大学(珠海校区),物理类,640.8333333333339
北京师范大学(珠海校区),物理类(必须选考),621.0
北京师范大学(珠海校区),物理类类,616.0
北京师范大学-香港浸会大学联合国际学院,不限,595.3333333333358
北京师范大学-香港浸会大学联合国际学院,不限选考科目(中外合作办学专业),552.0
北京师范大学-香港浸会大学联合国际学院,历史类类,484.0
北京师范大学-香港浸会大学联合国际学院,物理类,594.6666666666679
北京师范大学-香港浸会大学联合国际学院,物理类(必须选考)(中外合作办学专业),567.0
北京师范大学-香港浸会大学联合国际学院,物理类类,605.0
北京建筑大学,不限,531.6666666666661
北京建筑大学,不限选考科目,530.0
北京建筑大学,历史类类,334.0
北京建筑大学,地理,553.0
北京建筑大学,地理(必须选考),532.0
北京建筑大学,物理类,526.0
北京建筑大学,物理类(必须选考),516.0
北京建筑大学,物理类(选考一门即可),533.0
北京建筑大学,物理类/历史类/地理(选考一门即可),554.0
北京建筑大学,物理类类,442.99999999999636
北京建筑大学,物理类／历史类,557.6666666666661
北京建筑大学(中外合作专业),物理类类,549.0
北京服装学院,不限,501.3333333333321
北京服装学院,不限选考科目,481.0
北京服装学院,化学,482.0
北京服装学院,化学(必须选考),478.0
北京服装学院,历史类类,524.0
北京服装学院,物理类,484.3333333333321
北京服装学院,物理类(必须选考),479.0
北京服装学院,物理类(选考一门即可),482.0
北京服装学院,物理类类,471.0
北京林业大学,不限,605.0
北京林业大学,不限选考科目,618.0
北京林业大学,化学,612.8888888888896
北京林业大学,化学(必须选考),606.0
北京林业大学,化学/生物(选考一门即可),613.0
北京林业大学,化学/生物(选考一门即可)(中外合作办学专业),601.0
北京林业大学,历史类类,533.9999999999964
北京林业大学,物理类,609.2000000000003
北京林业大学,物理类(均须选考),606.0
北京林业大学,物理类(必须选考),607.0
北京林业大学,物理类/历史类/地理(选考一门即可),624.0
北京林业大学,物理类/地理(选考一门即可),617.0
北京林业大学,物理类/生物(选考一门即可),607.0
北京林业大学,物理类/生物(选考一门即可)(中外合作办学专业),595.0
北京林业大学,物理类/生物/地理(选考一门即可),634.0
北京林业大学,物理类类,609.9999999999998
北京林业大学,物理类／历史类,614.3333333333333
北京林业大学(中外合作专业),物理类类,560.0
北京物资学院,不限,516.0
北京物资学院,不限选考科目,506.0
北京物资学院,历史类类,354.0
北京物资学院,物理类,505.70588235294235
北京物资学院,物理类(必须选考),503.0
北京物资学院,物理类/生物(选考一门即可),516.0
北京物资学院,物理类类,340.0
北京理工大学,不限,643.0
北京理工大学,不限选考科目,654.0
北京理工大学,不限选考科目(中外合作办学专业),630.0
北京理工大学,历史类类,534.0
北京理工大学,物理类,650.6176470588235
北京理工大学,物理类(必须选考),653.0
北京理工大学,物理类类,646.9999999999995
北京理工大学(中外合作专业),物理类类,637.0
北京理工大学珠海学院,不限,498.33333333333576
北京理工大学珠海学院,不限选考科目,473.0
北京理工大学珠海学院,历史类类,486.0
北京理工大学珠海学院,物理类,490.0
北京理工大学珠海学院,物理类(必须选考),491.0
北京理工大学珠海学院,物理类类,468.0
北京电影学院,不限,598.0
北京电影学院,不限选考科目,621.0
北京电影学院,历史类,592.0
北京电影学院,历史类类,505.0
北京电影学院,物理类,603.5714285714287
北京电影学院,物理类(必须选考),621.0
北京电影学院,物理类类,707.0
北京石油化工学院,不限,496.6666666666679
北京石油化工学院,不限选考科目,479.0
北京石油化工学院,化学,490.0
北京石油化工学院,历史类类,527.0
北京石油化工学院,物理类,493.5
北京石油化工学院,物理类(必须选考),484.0
北京石油化工学院,物理类(选考一门即可),478.0
北京石油化工学院,物理类/生物(选考一门即可),478.0
北京石油化工学院,物理类类,472.0
北京科技大学,不限,623.6666666666665
北京科技大学,不限选考科目,625.0
北京科技大学,历史类类,528.0
北京科技大学,物理类,634.3333333333339
北京科技大学,物理类(必须选考),626.0
北京科技大学,物理类(选考一门即可),626.0
北京科技大学,物理类类,635.0
北京科技大学天津学院,不限,488.0
北京科技大学天津学院,不限选考科目,463.0
北京科技大学天津学院,化学,493.66666666666424
北京科技大学天津学院,化学(必须选考),453.0
北京科技大学天津学院,历史类类,496.0
北京科技大学天津学院,物理类,486.5
北京科技大学天津学院,物理类(必须选考),466.0
北京科技大学天津学院,物理类/生物(选考一门即可),463.0
北京科技大学天津学院,物理类类,457.0
北京第二外国语学院,不限,527.0
北京第二外国语学院,不限选考科目,544.0
北京第二外国语学院,历史类类,450.0
北京第二外国语学院,物理类类,502.0
北京第二外国语学院中瑞酒店管理学院,不限,472.33333333333576
北京第二外国语学院中瑞酒店管理学院,不限选考科目,436.0
北京第二外国语学院中瑞酒店管理学院,历史类类,480.0
北京第二外国语学院中瑞酒店管理学院,物理类类,423.0
北京联合大学,不限,505.11594202898414
北京联合大学,不限选考科目,480.0
北京联合大学,不限选考科目(中外合作办学专业),472.0
北京联合大学,历史类,525.6666666666642
北京联合大学,历史类/地理(选考一门即可),482.0
北京联合大学,历史类类,510.0
北京联合大学,物理类,503.6239999999998
北京联合大学,物理类(必须选考),484.0
北京联合大学,物理类(必须选考)(中外合作办学专业),467.0
北京联合大学,物理类/地理(选考一门即可),482.0
北京联合大学,物理类/生物(选考一门即可),477.0
北京联合大学,物理类类,472.0
北京联合大学(中外合作专业),物理类类,472.0
北京航空航天大学,不限,653.3333333333335
北京航空航天大学,历史类类,552.9999999999964
北京航空航天大学,物理类,646.818181818182
北京航空航天大学,物理类(必须选考),661.0
北京航空航天大学,物理类类,646.0
北京语言大学,不限,586.9999999999991
北京语言大学,不限选考科目,610.0
北京语言大学,历史类类,557.0
北京语言大学,物理类,588.833333333333
北京语言大学,物理类(必须选考),602.0
北京语言大学,物理类/生物(选考一门即可),612.0
北京语言大学,物理类类,599.0
北京邮电大学,不限,638.6666666666665
北京邮电大学,不限选考科目,636.5
北京邮电大学,历史类类,537.9999999999964
北京邮电大学,物理类,660.0
北京邮电大学,物理类(必须选考),641.0
北京邮电大学,物理类类,642.9999999999998
北京邮电大学(宏福校区),物理类,632.2857142857138
北京邮电大学(宏福校区),物理类(必须选考)(中外合作办学专业),621.0
北京邮电大学(宏福校区),物理类类,625.9999999999998
北京邮电大学世纪学院,不限,472.33333333333576
北京邮电大学世纪学院,不限选考科目,436.0
北京邮电大学世纪学院,历史类类,480.0
北京邮电大学世纪学院,物理类,472.33333333333576
北京邮电大学世纪学院,物理类(必须选考),436.0
北京邮电大学世纪学院,物理类类,423.0
北华大学,不限,540.6666666666679
北华大学,不限选考科目,509.0
北华大学,历史类类,526.0
北华大学,物理类,538.0
北华大学,物理类/生物(选考一门即可),514.0
北华大学,物理类类,494.0
北华航天工业学院,不限,507.6666666666679
北华航天工业学院,不限选考科目,495.0
北华航天工业学院,历史类类,507.0
北华航天工业学院,物理类,509.6666666666679
北华航天工业学院,物理类(必须选考),498.0
北华航天工业学院,物理类(必须选考)(中外合作办学专业),478.0
北华航天工业学院,物理类类,491.0
北华航天工业学院(中外合作专业),物理类类,460.0
北方工业大学,不限,537.3333333333339
北方工业大学,不限选考科目,532.0
北方工业大学,化学,532.6666666666661
北方工业大学,化学(必须选考),531.0
北方工业大学,历史类类,552.0
北方工业大学,物理类,521.1538461538457
北方工业大学,物理类(必须选考),527.0
北方工业大学,物理类(必须选考)(中外合作办学专业),498.0
北方工业大学,物理类/历史类/地理(选考一门即可),535.0
北方工业大学,物理类/生物(选考一门即可),533.0
北方工业大学,物理类类,496.0
北方工业大学,物理类／历史类,530.6666666666665
北方工业大学,生物/历史类/地理(选考一门即可),532.0
北方工业大学,生物／历史类,529.666666666667
北方民族大学,不限,508.66666666666424
北方民族大学,不限选考科目,473.0
北方民族大学,历史类类,502.0
北方民族大学,物理类,540.3333333333358
北方民族大学,物理类类,465.0
华东交通大学,物理类,528.0
华东交通大学,物理类(必须选考),498.0
华东交通大学,物理类类,498.0
华东交通大学理工学院,不限选考科目,452.0
华东交通大学理工学院,历史类类,480.0
华东交通大学理工学院,物理类(必须选考),460.0
华东交通大学理工学院,物理类类,439.0
华东师范大学,不限,649.6666666666665
华东师范大学,不限选考科目,647.0
华东师范大学,历史类类,543.0
华东师范大学,物理类,652.166666666667
华东师范大学,物理类(必须选考),642.0
华东师范大学,物理类(选考一门即可),647.0
华东师范大学,物理类类,651.0
华东政法大学,不限,633.666666666667
华东政法大学,不限选考科目,628.0
华东政法大学,历史类类,553.0
华东政法大学,物理类类,659.0
华东理工大学,不限,621.333333333333
华东理工大学,不限选考科目,616.0
华东理工大学,化学(必须选考)(中外合作办学专业),595.0
华东理工大学,历史类类,599.0
华东理工大学,物理类,626.5
华东理工大学,物理类(必须选考),617.0
华东理工大学,物理类(选考一门即可),617.0
华东理工大学,物理类(选考一门即可)(中外合作办学专业),606.0
华东理工大学,物理类类,646.0
华东理工大学(中外合作专业),物理类类,597.0
华中农业大学,不限,587.6666666666661
华中农业大学,不限选考科目,573.0
华中农业大学,化学,635.3333333333321
华中农业大学,化学/生物(选考一门即可),606.0
华中农业大学,历史类类,499.0
华中农业大学,物理类,596.3333333333321
华中农业大学,物理类(必须选考),570.0
华中农业大学,物理类/历史类/地理(选考一门即可),580.0
华中农业大学,物理类/生物(选考一门即可),576.0
华中农业大学,物理类类,604.0
华中农业大学,物理类／历史类,596.6666666666666
华中师范大学,不限,620.0
华中师范大学,不限选考科目,602.0
华中师范大学,化学,621.333333333333
华中师范大学,化学(必须选考),616.0
华中师范大学,历史类类,544.0
华中师范大学,政治+历史类(均须选考),605.0
华中师范大学,物理类,618.166666666667
华中师范大学,物理类(必须选考),596.0
华中师范大学,物理类/生物(选考一门即可),612.0
华中师范大学,物理类类,622.0
华中师范大学,生物/政治/历史类(选考一门即可),615.0
华中师范大学,生物／历史类,624.3333333333339
华中师范大学(中外合作专业),历史类类,508.0
华中师范大学(中外合作专业),物理类类,610.0
华中科技大学,不限,644.6666666666665
华中科技大学,不限选考科目,639.0
华中科技大学,化学+生物(均须选考),647.0
华中科技大学,历史类类,535.0
华中科技大学,物理类,651.4166666666661
华中科技大学,物理类(必须选考),642.0
华中科技大学,物理类(选考一门即可),638.0
华中科技大学,物理类/历史类/地理(选考一门即可),639.0
华中科技大学,物理类/生物(选考一门即可),639.0
华中科技大学,物理类类,645.0
华中科技大学,物理类／历史类,646.0
华侨大学,不限,544.3333333333321
华侨大学,不限选考科目,528.0
华侨大学,化学,528.0
华侨大学,历史类,518.0
华侨大学,历史类类,554.0
华侨大学,政治/历史类/地理(选考一门即可),535.0
华侨大学,物理类,585.6666666666642
华侨大学,物理类(必须选考),530.0
华侨大学,物理类类,528.0
华北水利水电大学,不限,476.0
华北水利水电大学,化学,529.0
华北水利水电大学,历史类类,505.0
华北水利水电大学,物理类,523.9565217391355
华北水利水电大学,物理类(必须选考),493.0
华北水利水电大学,物理类(必须选考)(中外合作办学专业),466.0
华北水利水电大学,物理类(选考一门即可),499.0
华北水利水电大学,物理类/历史类/地理(选考一门即可),505.0
华北水利水电大学,物理类类,498.0
华北水利水电大学(中外合作专业),物理类类,467.0
华北理工大学,不限,542.0
华北理工大学,不限选考科目,512.0
华北理工大学,化学,622.0
华北理工大学,化学+生物(均须选考),569.0
华北理工大学,化学/生物(选考一门即可),573.0
华北理工大学,历史类类,515.0
华北理工大学,物理类,567.0
华北理工大学,物理类(必须选考),505.0
华北理工大学,物理类+生物(均须选考),538.0
华北理工大学,物理类/生物(选考一门即可),547.0
华北理工大学,物理类类,507.0
华北理工大学冀唐学院,化学+生物(均须选考),463.0
华北理工大学冀唐学院,物理类,512.3333333333358
华北理工大学冀唐学院,物理类类,462.0
华北理工大学轻工学院,不限,478.6666666666679
华北理工大学轻工学院,不限选考科目,459.0
华北理工大学轻工学院,历史类类,494.0
华北理工大学轻工学院,物理类类,463.0
华北电力大学(保定),不限,604.3333333333321
华北电力大学(保定),不限选考科目,584.0
华北电力大学(保定),化学,608.666666666667
华北电力大学(保定),化学(必须选考),598.0
华北电力大学(保定),历史类类,504.0
华北电力大学(保定),物理类,610.333333333333
华北电力大学(保定),物理类(必须选考),601.0
华北电力大学(保定),物理类/历史类(选考一门即可),608.0
华北电力大学(保定),物理类类,599.9999999999995
华北电力大学(北京),不限,617.333333333333
华北电力大学(北京),不限选考科目,617.0
华北电力大学(北京),化学,619.333333333333
华北电力大学(北京),化学(必须选考),618.0
华北电力大学(北京),历史类类,529.0
华北电力大学(北京),物理类,620.666666666667
华北电力大学(北京),物理类(必须选考),616.0
华北电力大学(北京),物理类/历史类(选考一门即可),623.0
华北电力大学(北京),物理类类,632.0
华北电力大学科技学院,不限选考科目,474.0
华北电力大学科技学院,历史类类,494.0
华北电力大学科技学院,物理类(必须选考),470.0
华北电力大学科技学院,物理类类,465.0
华北科技学院,不限,497.6666666666679
华北科技学院,不限选考科目,475.0
华北科技学院,化学(必须选考),475.0
华北科技学院,历史类类,508.0
华北科技学院,物理类,491.3333333333321
华北科技学院,物理类(必须选考),477.0
华北科技学院,物理类(必须选考)(中外合作办学专业),469.0
华北科技学院,物理类类,469.0
华北科技学院(中外合作专业),物理类类,463.0
华南农业大学,化学,550.0
华南农业大学,化学/生物(选考一门即可),557.0
华南农业大学,物理类,591.0
华南农业大学,物理类(必须选考),555.0
华南农业大学,物理类/生物(选考一门即可),558.0
华南农业大学,物理类类,630.0
华南理工大学,不限,627.0
华南理工大学,不限选考科目,626.0
华南理工大学,历史类类,532.9999999999964
华南理工大学,物理类,632.7777777777778
华南理工大学,物理类(均须选考),635.0
华南理工大学,物理类(必须选考),630.0
华南理工大学,物理类(选考一门即可),640.0
华南理工大学,物理类/生物(选考一门即可),629.0
华南理工大学,物理类类,649.0
南京中医药大学,化学,579.666666666667
南京中医药大学,化学/生物(选考一门即可),573.0
南京中医药大学,历史类类,625.0
南京中医药大学,物理类类,368.0
南京中医药大学翰林学院,历史类类,493.0
南京传媒学院,不限,486.0
南京传媒学院,不限选考科目,496.0
南京信息工程大学,物理类,613.3333333333321
南京信息工程大学,物理类(必须选考),580.0
南京信息工程大学,物理类(必须选考)(中外合作办学专业),568.0
南京信息工程大学,物理类类,586.0
南京信息工程大学(中外合作专业),物理类类,636.0
南京农业大学,不限,589.0
南京农业大学,不限选考科目,577.0
南京农业大学,历史类类,505.99999999999636
南京农业大学,物理类,594.0
南京农业大学,物理类(必须选考),566.0
南京农业大学,物理类/生物(选考一门即可),568.0
南京农业大学,物理类类,609.0
南京医科大学,不限,584.0
南京医科大学,不限选考科目,547.0
南京医科大学,化学,562.3333333333358
南京医科大学,化学(必须选考),478.0
南京医科大学,物理类,601.6666666666642
南京医科大学,物理类(均须选考),600.0
南京医科大学,物理类类,556.0
南京大学,不限,668.3333333333335
南京大学,不限选考科目,667.0
南京大学,历史类类,566.9999999999964
南京大学,物理类,663.0588235294117
南京大学,物理类(必须选考),667.0
南京大学,物理类类,642.0
南京审计大学,不限,579.1666666666679
南京审计大学,不限选考科目,559.0
南京审计大学,不限选考科目(中外合作办学专业),561.0
南京审计大学,历史类类,504.0
南京审计大学,物理类,547.6666666666679
南京审计大学,物理类(必须选考)(中外合作办学专业),527.0
南京审计大学,物理类类,237.0
南京审计大学金审学院,不限,490.6666666666679
南京审计大学金审学院,不限选考科目,470.0
南京审计大学金审学院,历史类类,540.0
南京审计大学金审学院,物理类类,468.0
南京工业大学,不限,536.0
南京工业大学,不限选考科目,536.0
南京工业大学,化学,536.0
南京工业大学,历史类类,545.0
南京工业大学,物理类,568.9666666666672
南京工业大学,物理类(必须选考),553.0
南京工业大学,物理类(选考一门即可),543.0
南京工业大学,物理类/生物(选考一门即可),543.0
南京工业大学,物理类类,545.0
南京工程学院,物理类,522.0
南京工程学院,物理类(必须选考),513.0
南京工程学院,物理类类,516.0
南京师范大学,不限,615.6666666666661
南京师范大学,不限选考科目,603.0
南京师范大学,历史类类,528.9999999999964
南京师范大学,物理类,609.1666666666661
南京师范大学,物理类(必须选考),581.0
南京师范大学,物理类/生物(选考一门即可),580.0
南京师范大学,物理类类,629.0
南京晓庄学院,不限,512.0
南京晓庄学院,不限选考科目,478.0
南京晓庄学院,历史类类,494.0
南京林业大学,物理类,582.6666666666642
南京林业大学,物理类/生物(选考一门即可),559.0
南京林业大学,物理类类,542.0
南京特殊教育师范学院,不限,539.0
南京特殊教育师范学院,不限选考科目,477.0
南京特殊教育师范学院,历史类类,497.0
南京特殊教育师范学院,物理类类,467.0
南京理工大学,不限,603.333333333333
南京理工大学,不限选考科目,601.0
南京理工大学,化学,616.6666666666661
南京理工大学,化学(必须选考),610.0
南京理工大学,历史类类,539.0
南京理工大学,思想政治,601.0
南京理工大学,物理类,612.1818181818185
南京理工大学,物理类(必须选考),611.0
南京理工大学,物理类类,632.0
南京航空航天大学,不限,605.0
南京航空航天大学,不限选考科目,603.0
南京航空航天大学,历史类类,522.0
南京航空航天大学,物理类,606.9285714285713
南京航空航天大学,物理类(必须选考),611.0
南京航空航天大学,物理类类,613.9999999999995
南京航空航天大学(中外合作专业),物理类类,611.0
南京航空航天大学金城学院,物理类,493.66666666666424
南京航空航天大学金城学院,物理类(必须选考),468.0
南京航空航天大学金城学院,物理类类,468.0
南京艺术学院,不限,558.0
南京艺术学院,不限选考科目,517.0
南京艺术学院,历史类类,541.0
南京财经大学,不限,540.3333333333321
南京财经大学,不限选考科目,533.0
南京财经大学,历史类类,554.0
南京财经大学,物理类类,533.0
南京邮电大学,物理类,613.6666666666679
南京邮电大学,物理类(必须选考),591.0
南京邮电大学,物理类类,590.0
南华大学,不限,528.3333333333358
南华大学,不限选考科目,489.0
南华大学,历史类类,507.0
南华大学,物理类,585.5454545454559
南华大学,物理类(必须选考),508.0
南华大学,物理类类,491.0
南开大学,不限,657.0
南开大学,不限选考科目,658.0
南开大学,历史类,658.6666666666665
南开大学,历史类/地理(选考一门即可),656.0
南开大学,历史类类,567.0
南开大学,物理类,660.1666666666665
南开大学,物理类(必须选考),659.0
南开大学,物理类(选考一门即可),660.0
南开大学,物理类类,634.0
南开大学滨海学院,不限选考科目,475.0
南开大学滨海学院,历史类类,502.0
南开大学滨海学院,物理类(必须选考),476.0
南开大学滨海学院,物理类类,466.0
南方医科大学,不限选考科目,528.0
南方医科大学,化学+生物(均须选考),620.0
南方医科大学,物理类,603.0
南方医科大学,物理类/生物(选考一门即可),561.0
南方医科大学,物理类类,537.0
南昌交通学院,不限,479.0
南昌交通学院,物理类,491.33333333333576
南昌医学院,物理类,556.2857142857174
南昌大学,不限,585.0
南昌大学,不限选考科目,577.0
南昌大学,化学+生物(均须选考),585.0
南昌大学,化学+生物(均须选考)(中外合作办学专业),582.0
南昌大学,历史类类,531.0
南昌大学,历史类＋地理,563.0
南昌大学,政治/历史类/地理(选考一门即可),573.0
南昌大学,物理类,604.4705882352973
南昌大学,物理类(必须选考),579.0
南昌大学,物理类类,559.0
南昌大学(中外合作专业),物理类类,682.0
南昌工学院,不限,465.0
南昌工学院,历史类类,480.0
南昌工学院,物理类,465.0
南昌工学院,物理类(必须选考),455.0
南昌工学院,物理类类,455.0
南昌工程学院,不限,495.6666666666679
南昌工程学院,不限选考科目,471.0
南昌工程学院,历史类类,495.0
南昌工程学院,物理类,508.16666666666424
南昌工程学院,物理类(必须选考),475.0
南昌工程学院,物理类(选考一门即可),475.0
南昌工程学院,物理类类,462.0
南昌理工学院,不限,477.0
南昌理工学院,不限选考科目,450.0
南昌理工学院,历史类类,480.0
南昌理工学院,物理类,472.0
南昌理工学院,物理类类,449.0
南昌航空大学,不限,485.66666666666606
南昌航空大学,不限选考科目,524.0
南昌航空大学,历史类类,509.0
南昌航空大学,物理类,520.8333333333358
南昌航空大学,物理类(均须选考),493.0
南昌航空大学,物理类(必须选考),496.0
南昌航空大学,物理类/历史类/地理(选考一门即可),487.0
南昌航空大学,物理类类,491.0
南昌航空大学,物理类／历史类,516.6666666666642
南昌航空大学科技学院,物理类,487.33333333333576
南昌航空大学科技学院,物理类(必须选考),451.0
南昌航空大学科技学院,物理类类,431.0
南通大学,化学+生物(均须选考),525.0
南通大学,历史类,533.0
南通大学,物理类,565.3333333333285
南通大学,物理类/生物(选考一门即可),508.0
南通大学,物理类类,499.0
南阳师范学院,不限,490.0
南阳师范学院,不限选考科目,466.0
南阳师范学院,历史类类,502.0
南阳师范学院,物理类,498.0
厦门大学,不限,646.0
厦门大学,不限选考科目,640.0
厦门大学,历史类类,561.0
厦门大学,物理类,651.1111111111113
厦门大学,物理类(均须选考),636.0
厦门大学,物理类(必须选考),638.0
厦门大学,物理类/生物(选考一门即可),637.0
厦门大学,物理类类,644.0
厦门大学(中外合作专业),历史类类,506.0
厦门大学(中外合作专业),物理类类,624.0
厦门大学嘉庚学院,不限,486.0
厦门大学嘉庚学院,不限选考科目,467.0
厦门大学嘉庚学院,历史类类,504.0
厦门大学嘉庚学院,物理类类,484.0
厦门理工学院,物理类,536.3333333333358
厦门理工学院,物理类(必须选考),506.0
厦门理工学院,物理类类,506.0
合肥工业大学,不限,585.2142857142862
合肥工业大学,不限选考科目,588.0
合肥工业大学,不限选考科目(中外合作办学专业),584.0
合肥工业大学,化学,585.0
合肥工业大学,化学(必须选考),579.0
合肥工业大学,物理类,593.9117647058829
合肥工业大学,物理类(必须选考),583.0
合肥工业大学,物理类/地理(选考一门即可),579.0
合肥工业大学,物理类类,597.0
合肥工业大学(中外合作专业),物理类类,557.9999999999991
吉利学院,不限,472.33333333333576
吉利学院,物理类,471.0
吉林大学,不限,625.5
吉林大学,不限选考科目,622.5
吉林大学,化学,641.0
吉林大学,化学(必须选考),617.0
吉林大学,化学+生物(均须选考),617.0
吉林大学,历史类,621.9999999999998
吉林大学,历史类/地理(选考一门即可),623.0
